image_name,category,nucleus_id,centroid_x_px,centroid_y_px,centroid_x_um,centroid_y_um,area_px,area_um2,perimeter_px,perimeter_um,circularity,eccentricity,solidity,major_axis_um,minor_axis_um,aspect_ratio,extent,equivalent_diameter_um,bbox_ymin,bbox_xmin,bbox_ymax,bbox_xmax,orientation_rad
REACTIVE_examples (150),reactive_tissue,49,163.72,53.52,75.31,24.62,90,19.044,36.8,16.928,0.8352,0.8192,0.8911,6.616,3.795,1.7435,0.6429,4.924,47,159,61,169,-0.387
REACTIVE_examples (150),reactive_tissue,50,208.97,54.86,96.13,25.24,36,7.618,21.9,10.074,0.9433,0.5589,0.9,3.527,2.925,1.2059,0.7347,3.114,52,206,59,213,0.2216
REACTIVE_examples (150),reactive_tissue,51,40.03,57.05,18.41,26.24,94,19.89,37.21,17.118,0.853,0.7102,0.9126,6.14,4.323,1.4204,0.6104,5.032,50,35,64,46,0.5061
REACTIVE_examples (150),reactive_tissue,52,147.38,56.14,67.79,25.82,185,39.146,69.7,32.061,0.4786,0.9065,0.794,11.91,5.03,2.3681,0.5271,7.06,42,141,69,154,-0.176
REACTIVE_examples (150),reactive_tissue,53,60.75,57.59,27.95,26.49,138,29.201,48.87,22.48,0.7261,0.7655,0.8961,7.763,4.995,1.5542,0.6765,6.098,50,55,67,67,0.1773
REACTIVE_examples (150),reactive_tissue,54,75.33,59.01,34.65,27.15,67,14.177,29.56,13.596,0.9638,0.4653,0.8933,4.553,4.03,1.1297,0.6768,4.249,55,70,64,81,-1.3704
REACTIVE_examples (150),reactive_tissue,55,127.09,61.0,58.46,28.06,57,12.061,27.07,12.453,0.9774,0.6006,0.9661,4.434,3.545,1.2507,0.9048,3.919,57,124,66,131,0.2441
REACTIVE_examples (150),reactive_tissue,56,172.05,60.14,79.15,27.67,91,19.256,35.56,16.356,0.9045,0.7289,0.91,6.081,4.163,1.4607,0.7778,4.951,54,168,67,177,-0.0736
REACTIVE_examples (150),reactive_tissue,57,4.86,63.29,2.24,29.11,118,24.969,47.21,21.718,0.6652,0.7201,0.8429,7.309,5.071,1.4413,0.5784,5.638,56,0,73,12,-0.4405
REACTIVE_examples (150),reactive_tissue,58,209.25,63.67,96.26,29.29,52,11.003,26.49,12.183,0.9315,0.8387,0.9286,5.086,2.77,1.8361,0.7879,3.743,59,207,70,213,-0.1183
REACTIVE_examples (150),reactive_tissue,59,97.76,67.99,44.97,31.27,136,28.778,49.18,22.622,0.7067,0.6637,0.8889,7.17,5.363,1.337,0.6476,6.053,62,91,76,106,1.0793
REACTIVE_examples (150),reactive_tissue,60,115.2,68.48,52.99,31.5,178,37.665,60.25,27.714,0.6162,0.3821,0.8241,7.867,7.27,1.0821,0.6246,6.925,60,107,79,122,-0.2919
REACTIVE_examples (150),reactive_tissue,61,125.98,69.91,57.95,32.16,66,13.966,32.07,14.753,0.8064,0.8344,0.9041,5.872,3.237,1.8144,0.7253,4.217,65,123,78,130,0.1206
REACTIVE_examples (150),reactive_tissue,62,189.1,67.08,86.98,30.86,83,17.563,32.73,15.055,0.9738,0.5647,0.9222,5.263,4.344,1.2117,0.7545,4.729,62,185,73,195,0.3296
REACTIVE_examples (150),reactive_tissue,63,25.38,69.43,11.67,31.94,157,33.221,55.11,25.352,0.6495,0.9011,0.887,10.117,4.388,2.3057,0.5509,6.504,61,18,80,33,0.6241
REACTIVE_examples (150),reactive_tissue,64,163.39,68.39,75.16,31.46,38,8.041,21.31,9.804,1.0,0.757,0.95,3.984,2.603,1.5306,0.7037,3.2,64,161,73,167,0.3655
REACTIVE_examples (150),reactive_tissue,65,61.72,70.14,28.39,32.26,50,10.58,27.73,12.755,0.8172,0.5597,0.8475,4.194,3.475,1.2067,0.6944,3.67,66,58,75,66,0.2151
REACTIVE_examples (150),reactive_tissue,66,72.85,71.07,33.51,32.69,92,19.467,35.56,16.356,0.9145,0.7212,0.9293,6.057,4.196,1.4435,0.7077,4.979,65,69,78,79,0.4433
REACTIVE_examples (150),reactive_tissue,67,177.72,72.1,81.75,33.17,110,23.276,50.42,23.193,0.5437,0.779,0.7971,7.408,4.645,1.5948,0.5882,5.444,64,172,81,183,-0.2401
REACTIVE_examples (150),reactive_tissue,68,12.36,72.18,5.69,33.2,129,27.296,47.01,21.623,0.7337,0.8388,0.8658,8.194,4.461,1.8367,0.6515,5.895,63,7,81,18,-0.2324
REACTIVE_examples (150),reactive_tissue,69,44.85,73.42,20.63,33.77,237,50.149,91.88,42.263,0.3528,0.9109,0.681,14.69,6.062,2.4234,0.3816,7.991,60,33,87,56,0.6553
REACTIVE_examples (150),reactive_tissue,70,149.05,75.84,68.56,34.88,245,51.842,83.6,38.455,0.4405,0.5483,0.7249,10.337,8.644,1.1958,0.5104,8.124,65,139,89,159,-0.7183
REACTIVE_examples (150),reactive_tissue,71,198.37,77.93,91.25,35.85,91,19.256,33.56,15.436,1.0,0.6065,0.9479,5.574,4.431,1.2578,0.7521,4.951,73,193,84,204,-0.7327
REACTIVE_examples (150),reactive_tissue,72,211.74,78.08,97.4,35.92,102,21.583,37.97,17.466,0.889,0.7269,0.9189,6.434,4.418,1.4562,0.6538,5.242,72,205,84,218,-0.6849
REACTIVE_examples (150),reactive_tissue,73,62.07,79.6,28.55,36.61,67,14.177,30.52,14.04,0.9038,0.6307,0.8933,4.924,3.821,1.2886,0.67,4.249,75,58,85,68,0.4196
REACTIVE_examples (150),reactive_tissue,74,75.93,80.75,34.93,37.15,61,12.908,29.31,13.484,0.8921,0.6462,0.8971,4.764,3.636,1.3103,0.6932,4.054,77,72,85,83,-1.4345
REACTIVE_examples (150),reactive_tissue,75,102.98,82.77,47.37,38.07,126,26.662,48.35,22.241,0.6773,0.6617,0.8811,7.037,5.277,1.3337,0.7159,5.826,74,98,90,109,0.0301
REACTIVE_examples (150),reactive_tissue,76,116.67,83.16,53.67,38.25,57,12.061,34.97,16.086,0.5857,0.833,0.76,6.152,3.404,1.8072,0.5278,3.919,80,112,89,124,-1.219
REACTIVE_examples (150),reactive_tissue,77,17.21,85.21,7.92,39.2,58,12.273,32.69,15.038,0.6819,0.5692,0.7632,4.813,3.957,1.2163,0.5859,3.953,81,14,92,23,0.4396
REACTIVE_examples (150),reactive_tissue,78,183.12,89.9,84.24,41.35,224,47.398,69.94,32.173,0.5754,0.8481,0.8327,11.355,6.017,1.8874,0.6957,7.768,80,177,103,191,-0.196
REACTIVE_examples (150),reactive_tissue,79,65.09,87.68,29.94,40.33,57,12.061,26.73,12.295,1.0,0.4562,0.9194,4.211,3.747,1.1238,0.7037,3.919,84,61,93,70,0.2627
REACTIVE_examples (150),reactive_tissue,80,89.74,87.75,41.28,40.37,69,14.6,32.73,15.055,0.8095,0.8988,0.9079,6.58,2.885,2.2809,0.7041,4.312,81,87,95,94,0.1489
REACTIVE_examples (150),reactive_tissue,81,142.34,89.11,65.48,40.99,73,15.447,37.56,17.276,0.6504,0.9134,0.8588,7.327,2.983,2.4564,0.6518,4.435,83,139,99,146,0.2115
REACTIVE_examples (150),reactive_tissue,82,160.78,86.23,73.96,39.66,132,27.931,51.46,23.67,0.6265,0.7631,0.8627,7.762,5.016,1.5474,0.6286,5.963,79,154,93,169,-0.8057
REACTIVE_examples (150),reactive_tissue,83,133.35,88.06,61.34,40.51,145,30.682,59.08,27.175,0.5221,0.9088,0.8951,9.859,4.113,2.3968,0.6277,6.25,78,128,99,139,0.3307
REACTIVE_examples (150),reactive_tissue,84,215.19,87.77,98.99,40.37,64,13.542,27.07,12.453,1.0,0.5872,1.0,4.639,3.755,1.2354,0.8889,4.152,84,211,92,220,-1.0814
REACTIVE_examples (150),reactive_tissue,85,204.0,89.49,93.84,41.16,86,18.198,34.97,16.086,0.8837,0.8169,0.9053,6.384,3.682,1.7338,0.6825,4.814,83,200,97,209,0.1605
REACTIVE_examples (150),reactive_tissue,86,80.38,91.24,36.98,41.97,107,22.641,40.42,18.593,0.823,0.6059,0.8917,6.171,4.909,1.2571,0.5944,5.369,84,75,99,87,0.1637
REACTIVE_examples (150),reactive_tissue,87,54.72,91.84,25.17,42.25,81,17.14,33.56,15.436,0.904,0.738,0.8901,5.705,3.85,1.4818,0.6923,4.671,86,51,99,60,0.1815
REACTIVE_examples (150),reactive_tissue,88,103.41,94.38,47.57,43.41,69,14.6,29.31,13.484,1.0,0.6921,0.9583,5.102,3.683,1.3853,0.7841,4.312,90,100,101,108,0.2391
REACTIVE_examples (150),reactive_tissue,89,169.28,97.76,77.87,44.97,191,40.416,65.98,30.349,0.5514,0.8301,0.8059,10.022,5.589,1.7932,0.5426,7.173,87,162,109,178,-0.4589
REACTIVE_examples (150),reactive_tissue,90,212.05,96.45,97.54,44.37,85,17.986,34.14,15.705,0.9163,0.778,0.9239,6.09,3.827,1.5916,0.7025,4.785,92,207,103,218,-0.7256
REACTIVE_examples (150),reactive_tissue,91,154.18,97.08,70.92,44.66,77,16.293,32.97,15.166,0.8901,0.8035,0.9277,5.951,3.543,1.6799,0.6875,4.555,91,151,105,159,0.0017
REACTIVE_examples (150),reactive_tissue,92,192.18,96.67,88.4,44.47,78,16.505,32.14,14.785,0.9488,0.7208,0.9398,5.55,3.848,1.4426,0.7222,4.584,91,188,103,197,0.3461
REACTIVE_examples (150),reactive_tissue,93,126.18,96.97,58.04,44.61,33,6.983,18.49,8.503,1.0,0.5729,0.9706,3.285,2.693,1.22,0.7857,2.982,94,124,101,130,-0.082
REACTIVE_examples (150),reactive_tissue,94,32.35,95.27,14.88,43.82,192,40.627,58.28,26.811,0.7102,0.8115,0.8848,9.669,5.651,1.7111,0.6713,7.192,84,26,106,39,-0.0277
REACTIVE_examples (150),reactive_tissue,95,5.93,99.9,2.73,45.95,91,19.256,41.8,19.228,0.6545,0.8455,0.8053,7.157,3.822,1.8725,0.5833,4.951,94,0,107,12,0.8947
REACTIVE_examples (150),reactive_tissue,96,69.4,100.1,31.92,46.05,68,14.389,30.14,13.865,0.9405,0.794,0.9189,5.508,3.348,1.6451,0.6869,4.28,95,65,106,74,0.4447
REACTIVE_examples (150),reactive_tissue,97,59.88,104.87,27.55,48.24,76,16.082,32.14,14.785,0.9244,0.6675,0.9157,5.296,3.943,1.3431,0.6909,4.525,100,55,110,66,0.7448
REACTIVE_examples (150),reactive_tissue,98,87.94,104.62,40.45,48.13,66,13.966,28.73,13.215,1.0,0.8059,0.9706,5.468,3.238,1.6891,0.7857,4.217,99,85,111,92,0.1405
REACTIVE_examples (150),reactive_tissue,99,43.98,107.73,20.23,49.55,191,40.416,79.84,36.727,0.3765,0.4389,0.7375,8.983,8.072,1.1129,0.4775,7.173,98,33,118,53,1.0703
REACTIVE_examples (150),reactive_tissue,100,188.37,107.34,86.65,49.38,97,20.525,36.14,16.625,0.9332,0.6723,0.9151,6.0,4.441,1.3509,0.7462,5.112,103,182,113,195,1.4053
REACTIVE_examples (150),reactive_tissue,101,217.55,108.0,100.07,49.68,77,16.293,33.35,15.341,0.87,0.6933,0.9059,5.494,3.959,1.3876,0.6581,4.555,102,213,115,222,0.1413
REACTIVE_examples (150),reactive_tissue,102,108.16,108.71,49.75,50.01,31,6.56,23.28,10.708,0.7189,0.7904,0.7949,4.147,2.541,1.6323,0.5536,2.89,105,106,113,113,0.4024
REACTIVE_examples (150),reactive_tissue,103,19.4,109.96,8.92,50.58,127,26.873,46.42,21.353,0.7406,0.5008,0.8944,6.378,5.521,1.1553,0.6978,5.849,104,13,117,27,0.8164
REACTIVE_examples (150),reactive_tissue,104,76.02,113.85,34.97,52.37,129,27.296,48.63,22.369,0.6855,0.8962,0.86,9.323,4.136,2.2543,0.5513,5.895,106,70,124,83,0.5341
REACTIVE_examples (150),reactive_tissue,105,175.6,111.02,80.78,51.07,88,18.621,34.38,15.817,0.9353,0.7048,0.9263,5.893,4.181,1.4097,0.6769,4.869,105,171,118,181,-0.4667
REACTIVE_examples (150),reactive_tissue,106,201.5,112.7,92.69,51.84,115,24.334,41.8,19.228,0.8271,0.3716,0.9127,5.997,5.568,1.0771,0.6319,5.566,106,196,119,210,0.1495
REACTIVE_examples (150),reactive_tissue,107,94.13,116.83,43.3,53.74,149,31.528,48.04,22.099,0.8113,0.7542,0.903,7.889,5.18,1.5229,0.6742,6.336,109,88,126,101,0.429
REACTIVE_examples (150),reactive_tissue,108,154.38,117.0,71.01,53.82,85,17.986,33.56,15.436,0.9486,0.5748,0.9239,5.337,4.367,1.222,0.7083,4.785,111,150,123,160,0.2185
REACTIVE_examples (150),reactive_tissue,109,22.26,120.08,10.24,55.24,72,15.235,30.52,14.04,0.9713,0.5574,0.9351,4.908,4.075,1.2045,0.72,4.404,116,17,126,27,0.587
REACTIVE_examples (150),reactive_tissue,110,35.55,118.96,16.35,54.72,124,26.238,50.66,23.305,0.6071,0.8588,0.8611,8.579,4.396,1.9517,0.5167,5.78,111,30,126,46,0.8262
REACTIVE_examples (150),reactive_tissue,111,58.32,121.07,26.83,55.69,104,22.006,38.38,17.657,0.887,0.6822,0.9123,6.303,4.609,1.3677,0.6667,5.293,116,53,129,65,-0.7289
REACTIVE_examples (150),reactive_tissue,112,123.17,119.54,56.66,54.99,265,56.074,96.05,44.182,0.361,0.8321,0.6974,13.135,7.284,1.8032,0.4907,8.45,110,110,130,137,1.4629
REACTIVE_examples (150),reactive_tissue,113,190.47,121.23,87.62,55.76,124,26.238,58.46,26.89,0.456,0.8848,0.7607,9.395,4.377,2.1465,0.5439,5.78,115,181,127,200,1.3266
REACTIVE_examples (150),reactive_tissue,114,3.87,119.21,1.78,54.84,161,34.068,60.04,27.619,0.5612,0.8933,0.8564,10.874,4.888,2.2246,0.5833,6.586,106,0,129,12,0.2839
REACTIVE_examples (150),reactive_tissue,115,169.4,125.5,77.93,57.73,62,13.119,32.31,14.864,0.7462,0.9104,0.8857,6.479,2.681,2.4166,0.6327,4.087,119,166,133,173,0.1654
REACTIVE_examples (150),reactive_tissue,116,205.96,122.62,94.74,56.4,112,23.699,38.38,17.657,0.9552,0.2517,0.9333,5.634,5.452,1.0333,0.7179,5.493,117,200,129,213,1.3523
REACTIVE_examples (150),reactive_tissue,117,67.42,124.9,31.01,57.45,79,16.716,30.14,13.865,1.0,0.3056,0.9753,4.728,4.502,1.0502,0.79,4.613,120,63,130,73,1.1443
REACTIVE_examples (150),reactive_tissue,118,144.07,126.83,66.27,58.34,58,12.273,33.94,15.61,0.6329,0.7896,0.7632,5.677,3.483,1.6297,0.4957,3.953,123,137,132,150,1.5368
REACTIVE_examples (150),reactive_tissue,119,158.19,127.55,72.77,58.67,94,19.89,34.14,15.705,1.0,0.4815,0.94,5.378,4.713,1.141,0.7833,5.032,123,153,133,165,-1.3841
REACTIVE_examples (150),reactive_tissue,120,100.75,129.57,46.35,59.6,61,12.908,26.14,12.025,1.0,0.5333,0.9839,4.414,3.734,1.1821,0.7625,4.054,125,97,135,105,-0.034
REACTIVE_examples (150),reactive_tissue,121,83.71,130.72,38.51,60.13,100,21.16,42.28,19.451,0.7028,0.414,0.9174,5.525,5.029,1.0985,0.641,5.191,125,78,138,90,0.1503
REACTIVE_examples (150),reactive_tissue,122,26.94,135.97,12.39,62.54,118,24.969,53.28,24.511,0.5223,0.9054,0.7867,9.34,3.966,2.3548,0.59,5.638,127,22,147,32,0.0578
REACTIVE_examples (150),reactive_tissue,123,44.19,132.35,20.33,60.88,138,29.201,55.11,25.352,0.5709,0.889,0.8466,9.361,4.287,2.1837,0.5074,6.098,125,36,142,52,0.7382
REACTIVE_examples (150),reactive_tissue,124,63.49,134.16,29.21,61.72,97,20.525,45.18,20.782,0.5972,0.8207,0.7886,7.261,4.149,1.7502,0.6467,5.112,130,56,140,71,1.4293
REACTIVE_examples (150),reactive_tissue,125,115.03,134.68,52.91,61.95,66,13.966,31.35,14.421,0.8439,0.7671,0.88,5.366,3.442,1.5588,0.6667,4.217,130,111,141,120,0.4819
REACTIVE_examples (150),reactive_tissue,126,10.21,135.29,4.7,62.24,85,17.986,35.56,16.356,0.8449,0.8066,0.8854,6.317,3.734,1.6919,0.6538,4.785,131,4,141,17,1.1124
REACTIVE_examples (150),reactive_tissue,127,133.03,138.27,61.19,63.6,64,13.542,37.56,17.276,0.5702,0.6887,0.8421,5.215,3.781,1.3792,0.6667,4.152,133,130,145,138,-0.1782
REACTIVE_examples (150),reactive_tissue,128,175.92,139.18,80.92,64.02,91,19.256,35.56,16.356,0.9045,0.8087,0.9286,6.485,3.815,1.6999,0.7222,4.951,133,172,147,181,0.25
REACTIVE_examples (150),reactive_tissue,129,188.42,139.47,86.67,64.16,91,19.256,37.8,17.388,0.8004,0.4729,0.9192,5.554,4.894,1.1349,0.5833,4.951,134,184,146,197,-1.4063
REACTIVE_examples (150),reactive_tissue,130,214.51,139.23,98.67,64.04,151,31.952,50.87,23.4,0.7333,0.8124,0.858,8.668,5.054,1.7149,0.6453,6.378,130,209,148,222,0.1966
REACTIVE_examples (150),reactive_tissue,131,93.17,144.75,42.86,66.59,144,30.47,48.46,22.29,0.7707,0.8685,0.8944,9.028,4.476,2.0172,0.6545,6.229,135,88,155,99,0.1619
REACTIVE_examples (150),reactive_tissue,132,42.62,143.91,19.61,66.2,79,16.716,32.97,15.166,0.9132,0.7046,0.9294,5.576,3.957,1.4092,0.6752,4.613,138,39,151,48,0.2988
REACTIVE_examples (150),reactive_tissue,133,103.82,143.48,47.76,66.0,82,17.351,32.14,14.785,0.9974,0.7521,0.9535,5.79,3.816,1.5173,0.7593,4.7,138,100,150,109,0.2184
REACTIVE_examples (150),reactive_tissue,134,168.9,148.4,77.7,68.27,126,26.662,50.87,23.4,0.6119,0.908,0.8571,9.599,4.022,2.3866,0.4737,5.826,141,162,160,176,0.6498
REACTIVE_examples (150),reactive_tissue,135,117.97,151.49,54.27,69.68,117,24.757,46.76,21.511,0.6723,0.9297,0.8797,9.441,3.477,2.7154,0.619,5.614,143,114,164,123,0.139
REACTIVE_examples (150),reactive_tissue,136,4.79,150.25,2.21,69.11,126,26.662,45.21,20.798,0.7746,0.74,0.9,7.362,4.952,1.4866,0.6562,5.826,144,0,160,12,-0.0413
REACTIVE_examples (150),reactive_tissue,137,60.54,147.9,27.85,68.04,94,19.89,34.14,15.705,1.0,0.4545,0.9495,5.358,4.773,1.1226,0.7769,5.032,143,55,154,66,0.6028
REACTIVE_examples (150),reactive_tissue,138,72.6,148.65,33.39,68.38,82,17.351,31.56,14.516,1.0,0.6062,0.9647,5.304,4.219,1.2573,0.7593,4.7,143,69,155,78,0.164
REACTIVE_examples (150),reactive_tissue,139,194.63,148.24,89.53,68.19,104,22.006,41.59,19.132,0.7555,0.7005,0.8814,6.494,4.634,1.4012,0.619,5.293,142,190,156,202,0.1887
REACTIVE_examples (150),reactive_tissue,140,127.73,149.38,58.76,68.72,126,26.662,55.63,25.589,0.5117,0.924,0.7875,10.214,3.907,2.6144,0.4214,5.826,136,122,159,135,0.5181
REACTIVE_examples (150),reactive_tissue,141,182.38,155.02,83.89,71.31,66,13.966,36.38,16.737,0.6265,0.9113,0.8049,6.954,2.863,2.4293,0.4583,4.217,150,176,162,188,0.6619
REACTIVE_examples (150),reactive_tissue,142,49.08,157.03,22.58,72.24,175,37.03,54.28,24.971,0.7463,0.796,0.8883,9.056,5.482,1.6522,0.5952,6.866,147,42,168,56,0.2301
REACTIVE_examples (150),reactive_tissue,143,7.48,159.72,3.44,73.47,46,9.734,29.73,13.675,0.6541,0.883,0.7302,5.785,2.715,2.1303,0.4646,3.52,156,3,165,14,-0.9887
REACTIVE_examples (150),reactive_tissue,144,159.13,159.39,73.2,73.32,62,13.119,39.14,18.005,0.5085,0.5181,0.6526,5.478,4.686,1.1691,0.4336,4.087,152,155,165,166,-0.248
REACTIVE_examples (150),reactive_tissue,145,29.67,158.47,13.65,72.9,264,55.862,92.32,42.467,0.3892,0.6679,0.7811,10.649,7.926,1.3436,0.5867,8.434,146,21,171,39,0.3305
REACTIVE_examples (150),reactive_tissue,146,200.06,158.65,92.03,72.98,63,13.331,30.69,14.118,0.8404,0.5962,0.8514,4.817,3.867,1.2456,0.6364,4.12,153,196,164,205,0.1895
REACTIVE_examples (150),reactive_tissue,147,77.25,160.36,35.53,73.77,77,16.293,32.73,15.055,0.9034,0.4911,0.9167,4.935,4.299,1.148,0.7,4.555,155,73,166,83,0.0157
REACTIVE_examples (150),reactive_tissue,148,104.44,158.74,48.04,73.02,128,27.085,59.25,27.254,0.4582,0.8425,0.7901,8.852,4.769,1.8562,0.5378,5.872,150,98,167,112,-0.6861
REACTIVE_examples (150),reactive_tissue,149,66.8,161.7,30.73,74.38,60,12.696,27.66,12.722,0.9857,0.3709,0.9375,4.229,3.927,1.0768,0.8333,4.021,158,63,167,71,-0.083
REACTIVE_examples (150),reactive_tissue,150,86.92,165.9,39.99,76.32,93,19.679,61.32,28.207,0.3108,0.9387,0.6992,9.851,3.396,2.9007,0.3523,5.006,155,82,177,94,0.4308
REACTIVE_examples (150),reactive_tissue,151,210.29,164.24,96.73,75.55,147,31.105,54.04,24.859,0.6325,0.7866,0.8647,8.447,5.216,1.6194,0.5654,6.293,154,203,174,216,0.0747
REACTIVE_examples (150),reactive_tissue,152,111.25,171.19,51.17,78.75,145,30.682,56.63,26.049,0.5682,0.9466,0.858,11.384,3.67,3.1014,0.6713,6.25,160,107,184,116,0.0204
REACTIVE_examples (150),reactive_tissue,153,172.74,169.11,79.46,77.79,73,15.447,36.52,16.8,0.6878,0.5026,0.8111,5.119,4.425,1.1567,0.73,4.435,165,168,175,178,1.2197
REACTIVE_examples (150),reactive_tissue,154,149.3,169.71,68.68,78.07,157,33.221,69.11,31.792,0.413,0.7844,0.797,9.12,5.657,1.6121,0.534,6.504,164,139,178,160,-1.5585
REACTIVE_examples (150),reactive_tissue,155,187.59,168.67,86.29,77.59,86,18.198,39.31,18.084,0.6992,0.5019,0.8515,5.414,4.683,1.1561,0.6615,4.814,164,183,174,196,1.3169
REACTIVE_examples (150),reactive_tissue,156,63.67,170.42,29.29,78.39,81,17.14,38.38,17.657,0.6908,0.8208,0.8438,6.546,3.739,1.7506,0.6136,4.671,165,58,177,69,0.6776
REACTIVE_examples (150),reactive_tissue,157,163.97,169.17,75.43,77.82,64,13.542,38.76,17.831,0.5352,0.7712,0.7191,6.133,3.904,1.5708,0.4571,4.152,162,159,176,169,-0.0656
REACTIVE_examples (150),reactive_tissue,158,6.92,171.86,3.18,79.06,145,30.682,56.66,26.065,0.5675,0.7512,0.8788,8.056,5.317,1.5151,0.6713,6.25,164,1,182,13,0.3336
REACTIVE_examples (150),reactive_tissue,159,50.9,173.01,23.41,79.58,149,31.528,49.21,22.638,0.7731,0.8358,0.8922,8.751,4.805,1.8212,0.6261,6.336,166,44,183,58,0.7847
REACTIVE_examples (150),reactive_tissue,160,103.03,172.49,47.39,79.34,80,16.928,33.9,15.594,0.8748,0.8028,0.9412,6.054,3.609,1.6773,0.8333,4.643,167,100,179,108,0.1047
REACTIVE_examples (150),reactive_tissue,161,76.99,173.52,35.41,79.82,86,18.198,35.56,16.356,0.8548,0.7242,0.8958,5.872,4.049,1.4501,0.7167,4.814,168,73,180,83,0.5176
REACTIVE_examples (150),reactive_tissue,162,37.23,174.67,17.13,80.35,73,15.447,31.76,14.611,0.9092,0.7642,0.9125,5.646,3.641,1.5505,0.6636,4.435,170,32,181,42,0.5597
REACTIVE_examples (150),reactive_tissue,163,123.46,176.65,56.79,81.26,79,16.716,32.38,14.897,0.9466,0.7798,0.9186,5.845,3.659,1.5973,0.6583,4.613,171,119,183,129,0.4993
REACTIVE_examples (150),reactive_tissue,164,216.26,180.79,99.48,83.16,140,29.624,65.04,29.919,0.4159,0.7374,0.7447,8.845,5.974,1.4804,0.5469,6.142,174,208,190,224,1.2381
REACTIVE_examples (150),reactive_tissue,165,23.94,180.94,11.01,83.23,63,13.331,42.35,19.481,0.4414,0.7105,0.7241,5.545,3.902,1.4211,0.5833,4.12,176,20,188,29,-0.039
REACTIVE_examples (150),reactive_tissue,166,50.22,185.97,23.1,85.55,68,14.389,29.31,13.484,0.9944,0.7339,0.9315,5.213,3.541,1.4722,0.7727,4.28,181,47,192,55,0.2345
REACTIVE_examples (150),reactive_tissue,167,63.19,185.41,29.07,85.29,74,15.658,33.56,15.436,0.8258,0.6557,0.8506,5.353,4.041,1.3245,0.6116,4.465,181,58,192,69,0.5367
REACTIVE_examples (150),reactive_tissue,168,76.85,187.58,35.35,86.29,207,43.801,68.53,31.522,0.5539,0.8709,0.828,11.366,5.585,2.035,0.6635,7.468,181,65,194,89,1.5009
REACTIVE_examples (150),reactive_tissue,169,177.78,186.64,81.78,85.85,50,10.58,26.49,12.183,0.8957,0.6362,0.9259,4.273,3.297,1.2961,0.7937,3.67,182,175,191,182,0.0279
REACTIVE_examples (150),reactive_tissue,170,196.94,186.0,90.59,85.56,72,15.235,29.97,13.786,1.0,0.7152,0.96,5.284,3.693,1.4308,0.7273,4.404,181,193,192,202,-0.5075
REACTIVE_examples (150),reactive_tissue,171,103.88,190.29,47.79,87.53,92,19.467,34.97,16.086,0.9453,0.7151,0.9293,5.985,4.183,1.4307,0.7077,4.979,184,100,197,110,0.273
REACTIVE_examples (150),reactive_tissue,172,145.72,189.56,67.03,87.2,96,20.314,52.63,24.209,0.4356,0.2674,0.7273,5.818,5.606,1.0378,0.5714,5.086,182,140,196,152,0.9623
REACTIVE_examples (150),reactive_tissue,173,125.08,191.8,57.54,88.23,218,46.129,82.91,38.137,0.3986,0.54,0.6965,9.707,8.17,1.1881,0.545,7.664,178,118,203,134,-0.1848
REACTIVE_examples (150),reactive_tissue,174,163.33,195.23,75.13,89.81,139,29.412,68.94,31.713,0.3675,0.8486,0.6985,9.333,4.937,1.8904,0.5092,6.12,189,153,202,174,1.2828
REACTIVE_examples (150),reactive_tissue,175,177.48,194.88,81.64,89.64,58,12.273,30.73,14.135,0.7719,0.4296,0.8286,4.51,4.073,1.1074,0.6444,3.953,191,173,200,183,-0.6941
REACTIVE_examples (150),reactive_tissue,176,33.99,195.08,15.64,89.74,236,49.938,84.77,38.994,0.4127,0.8897,0.7492,12.846,5.866,2.1899,0.4886,7.974,185,23,206,46,-1.1014
REACTIVE_examples (150),reactive_tissue,177,81.62,202.27,37.54,93.04,134,28.354,50.63,23.289,0.657,0.9008,0.8645,9.638,4.185,2.3029,0.5317,6.008,195,74,213,88,0.5429
REACTIVE_examples (150),reactive_tissue,178,55.01,204.41,25.3,94.03,184,38.934,73.98,34.029,0.4225,0.8713,0.7764,11.001,5.398,2.038,0.5154,7.041,194,48,215,65,0.4997
REACTIVE_examples (150),reactive_tissue,179,197.49,203.29,90.85,93.51,198,41.897,67.18,30.905,0.5512,0.6856,0.7888,9.314,6.78,1.3737,0.613,7.304,195,189,214,206,0.6662
REACTIVE_examples (150),reactive_tissue,180,4.03,203.33,1.85,93.53,39,8.252,28.11,12.929,0.6204,0.8645,0.619,5.813,2.922,1.9893,0.4875,3.241,199,0,207,10,-1.5387
REACTIVE_examples (150),reactive_tissue,181,91.75,201.27,42.21,92.59,73,15.447,34.14,15.705,0.787,0.9065,0.9012,6.844,2.89,2.3685,0.6952,4.435,194,89,209,96,0.0652
REACTIVE_examples (150),reactive_tissue,182,214.77,206.43,98.79,94.96,168,35.549,63.11,29.032,0.53,0.871,0.8077,10.371,5.095,2.0354,0.5833,6.728,199,206,215,224,1.0046
REACTIVE_examples (150),reactive_tissue,183,42.47,204.97,19.54,94.29,62,13.119,28.14,12.945,0.9838,0.6618,0.9254,4.779,3.583,1.3339,0.7045,4.087,200,39,211,47,0.0434
REACTIVE_examples (150),reactive_tissue,184,148.68,204.94,68.39,94.27,139,29.412,59.94,27.573,0.4862,0.84,0.7354,9.412,5.107,1.8432,0.511,6.12,196,140,213,156,-0.8796
